Date,Value,Series,labels
2023-06-01,14608342.1,Non-Conventional Oil,2023-06-01T00:00:00
2023-07-01,16325459.3,Non-Conventional Oil,2023-07-01T00:00:00
2023-08-01,16188686.6,Non-Conventional Oil,2023-08-01T00:00:00
2023-09-01,15653722.3,Non-Conventional Oil,2023-09-01T00:00:00
2023-10-01,15860366.4,Non-Conventional Oil,2023-10-01T00:00:00
2023-11-01,16925120.2,Non-Conventional Oil,2023-11-01T00:00:00
2023-12-01,17603812.2,Non-Conventional Oil,2023-12-01T00:00:00
2024-01-01,15923564.4,Non-Conventional Oil,2024-01-01T00:00:00
2024-02-01,15418785.6,Non-Conventional Oil,2024-02-01T00:00:00
2024-03-01,16843475.3,Non-Conventional Oil,2024-03-01T00:00:00
2024-04-01,15775119.6,Non-Conventional Oil,2024-04-01T00:00:00
2024-05-01,15119196.2,Non-Conventional Oil,2024-05-01T00:00:00
2024-06-01,15641738.6,Non-Conventional Oil,2024-06-01T00:00:00
2024-07-01,16745104.3,Non-Conventional Oil,2024-07-01T00:00:00
2024-08-01,16831390.4,Non-Conventional Oil,2024-08-01T00:00:00
2024-09-01,15258489.6,Non-Conventional Oil,2024-09-01T00:00:00
2024-10-01,17377575.9,Non-Conventional Oil,2024-10-01T00:00:00
2024-11-01,16881392.8,Non-Conventional Oil,2024-11-01T00:00:00
2024-12-01,17766507.8,Non-Conventional Oil,2024-12-01T00:00:00
2025-01-01,17532598.5,Non-Conventional Oil,2025-01-01T00:00:00
2025-02-01,15073202.1,Non-Conventional Oil,2025-02-01T00:00:00
2025-03-01,17459781,Non-Conventional Oil,2025-03-01T00:00:00
2025-04-01,15931784,Non-Conventional Oil,2025-04-01T00:00:00
2025-05-01,14575264.7,Non-Conventional Oil,2025-05-01T00:00:00
2025-06-01,16331427.4,Non-Conventional Oil,2025-06-01T00:00:00
2025-07-01,18097645.3,Non-Conventional Oil,2025-07-01T00:00:00
2025-08-01,17662799.8,Non-Conventional Oil,2025-08-01T00:00:00
2025-09-01,17030025.6,Non-Conventional Oil,2025-09-01T00:00:00
2025-10-01,17172423,Non-Conventional Oil,2025-10-01T00:00:00
2025-11-01,17726115.1,Non-Conventional Oil,2025-11-01T00:00:00
2025-12-01,18460827.5,Non-Conventional Oil,2025-12-01T00:00:00
2026-01-01,17518453.6,Non-Conventional Oil,2026-01-01T00:00:00
2026-02-01,15527661.8,Non-Conventional Oil,2026-02-01T00:00:00
